model,label,condition,response,correct
claude-sonnet-4-5,chisel,degraded_75,toothbrush,False
claude-sonnet-4-5,chisel,degraded_90,toothbrush,False
claude-sonnet-4-5,church,mooney,church,True
claude-sonnet-4-5,church,mooney_inv,church,True
claude-sonnet-4-5,church,degraded_25,church,True
claude-sonnet-4-5,church,degraded_50,church,True
claude-sonnet-4-5,church,degraded_75,church,True
claude-sonnet-4-5,church,degraded_90,church,True
claude-sonnet-4-5,cigar,mooney,crayon,False
claude-sonnet-4-5,cigar,mooney_inv,cigar,True
claude-sonnet-4-5,cigar,degraded_25,cigar,True
claude-sonnet-4-5,cigar,degraded_50,toothbrush,False
claude-sonnet-4-5,cigar,degraded_75,toothbrush,False
claude-sonnet-4-5,cigar,degraded_90,toothbrush,False
claude-sonnet-4-5,cigarette,mooney,cigarette,True
claude-sonnet-4-5,cigarette,mooney_inv,cigarette,True
claude-sonnet-4-5,cigarette,degraded_25,cigarette,True
claude-sonnet-4-5,cigarette,degraded_50,cigarette,True
claude-sonnet-4-5,cigarette,degraded_75,cigarette,True
claude-sonnet-4-5,cigarette,degraded_90,hook,False
claude-sonnet-4-5,clock,mooney,clock,True
claude-sonnet-4-5,clock,mooney_inv,clock,True
claude-sonnet-4-5,clock,degraded_25,mantel clock,True
claude-sonnet-4-5,clock,degraded_50,clock,True
claude-sonnet-4-5,clock,degraded_75,clock,True
claude-sonnet-4-5,clock,degraded_90,clock,True
claude-sonnet-4-5,clothespin,mooney,clothespin,True
claude-sonnet-4-5,clothespin,mooney_inv,clothespin,True
claude-sonnet-4-5,clothespin,degraded_25,tongs,False
claude-sonnet-4-5,clothespin,degraded_50,clothespin,True
claude-sonnet-4-5,clothespin,degraded_75,chainsaw blade,False
claude-sonnet-4-5,clothespin,degraded_90,tweezers,False
claude-sonnet-4-5,cloud,mooney,cloud,True
claude-sonnet-4-5,cloud,mooney_inv,cloud,True
claude-sonnet-4-5,cloud,degraded_25,cloud,True
claude-sonnet-4-5,cloud,degraded_50,cloud,True
claude-sonnet-4-5,cloud,degraded_75,cloud,True
claude-sonnet-4-5,cloud,degraded_90,hat,False
claude-sonnet-4-5,clown,mooney,clown,True
claude-sonnet-4-5,clown,mooney_inv,clown,True
claude-sonnet-4-5,clown,degraded_25,clown face,True
claude-sonnet-4-5,clown,degraded_50,clown,True
claude-sonnet-4-5,clown,degraded_75,clown,True
claude-sonnet-4-5,clown,degraded_90,angel,False
claude-sonnet-4-5,coat,mooney,lab coat,True
claude-sonnet-4-5,coat,mooney_inv,lab coat,True
claude-sonnet-4-5,coat,degraded_25,lab coat,True
claude-sonnet-4-5,coat,degraded_50,lab coat,True
claude-sonnet-4-5,coat,degraded_75,lab coat,True
claude-sonnet-4-5,coat,degraded_90,lab coat,True
claude-sonnet-4-5,comb,mooney,comb,True
claude-sonnet-4-5,comb,mooney_inv,saw blade,False
claude-sonnet-4-5,comb,degraded_25,comb,True
claude-sonnet-4-5,comb,degraded_50,ruler,False
claude-sonnet-4-5,comb,degraded_75,ruler,False
claude-sonnet-4-5,comb,degraded_90,ruler,False
claude-sonnet-4-5,corn,mooney,fishing lure,False
claude-sonnet-4-5,corn,mooney_inv,feather,False
claude-sonnet-4-5,corn,degraded_25,corn on the cob,True
claude-sonnet-4-5,corn,degraded_50,corn,True
claude-sonnet-4-5,corn,degraded_75,corn,True
claude-sonnet-4-5,corn,degraded_90,cucumber,False
claude-sonnet-4-5,couch,mooney,sofa,False
claude-sonnet-4-5,couch,mooney_inv,sofa,False
claude-sonnet-4-5,couch,degraded_25,sofa,False
claude-sonnet-4-5,couch,degraded_50,sofa,False
claude-sonnet-4-5,couch,degraded_75,sofa,False
claude-sonnet-4-5,couch,degraded_90,couch,True
claude-sonnet-4-5,cow,mooney,cow,True
claude-sonnet-4-5,cow,mooney_inv,cow,True
claude-sonnet-4-5,cow,degraded_25,cow,True
claude-sonnet-4-5,cow,degraded_50,cow,True
claude-sonnet-4-5,cow,degraded_75,cow,True
claude-sonnet-4-5,cow,degraded_90,cow,True
claude-sonnet-4-5,crown,mooney,crown,True
claude-sonnet-4-5,crown,mooney_inv,crown,True
claude-sonnet-4-5,crown,degraded_25,crown,True
claude-sonnet-4-5,crown,degraded_50,crown,True
claude-sonnet-4-5,crown,degraded_75,crown,True
claude-sonnet-4-5,crown,degraded_90,jack-o'-lantern,False
claude-sonnet-4-5,cup,mooney,teacup,True
claude-sonnet-4-5,cup,mooney_inv,coffee cup,True
claude-sonnet-4-5,cup,degraded_25,teacup,True
claude-sonnet-4-5,cup,degraded_50,teacup,True
claude-sonnet-4-5,cup,degraded_75,teacup,True
claude-sonnet-4-5,cup,degraded_90,coffee cup,True
claude-sonnet-4-5,deer,mooney,reindeer,True
claude-sonnet-4-5,deer,mooney_inv,deer,True
claude-sonnet-4-5,deer,degraded_25,deer,True
claude-sonnet-4-5,deer,degraded_50,deer,True
claude-sonnet-4-5,deer,degraded_75,deer,True
claude-sonnet-4-5,deer,degraded_90,deer,True
claude-sonnet-4-5,desk,mooney,desk,True
claude-sonnet-4-5,desk,mooney_inv,desk,True
claude-sonnet-4-5,desk,degraded_25,desk,True
claude-sonnet-4-5,desk,degraded_50,desk,True
claude-sonnet-4-5,desk,degraded_75,desk,True
claude-sonnet-4-5,desk,degraded_90,desk,True
claude-sonnet-4-5,dog,mooney,dog,True
claude-sonnet-4-5,dog,mooney_inv,dog,True
claude-sonnet-4-5,dog,degraded_25,dog,True
claude-sonnet-4-5,dog,degraded_50,dog,True
claude-sonnet-4-5,dog,degraded_75,dog,True
claude-sonnet-4-5,dog,degraded_90,dog,True
claude-sonnet-4-5,doll,mooney,doll,True
claude-sonnet-4-5,doll,mooney_inv,doll,True
claude-sonnet-4-5,doll,degraded_25,doll,True
claude-sonnet-4-5,doll,degraded_50,doll,True
claude-sonnet-4-5,doll,degraded_75,doll,True
claude-sonnet-4-5,doll,degraded_90,doll,True
claude-sonnet-4-5,donkey,mooney,donkey,True
claude-sonnet-4-5,donkey,mooney_inv,horse,False
claude-sonnet-4-5,donkey,degraded_25,donkey,True
claude-sonnet-4-5,donkey,degraded_50,horse,False
claude-sonnet-4-5,donkey,degraded_75,horse,False
claude-sonnet-4-5,donkey,degraded_90,horse,False
claude-sonnet-4-5,door,mooney,door,True
claude-sonnet-4-5,door,mooney_inv,door,True
claude-sonnet-4-5,door,degraded_25,door,True
claude-sonnet-4-5,door,degraded_50,window,False
claude-sonnet-4-5,door,degraded_75,window,False
claude-sonnet-4-5,door,degraded_90,electrical outlet,False
claude-sonnet-4-5,doorknob,mooney,doorknob,True
claude-sonnet-4-5,doorknob,mooney_inv,door knob,False
claude-sonnet-4-5,doorknob,degraded_25,door knob,False
claude-sonnet-4-5,doorknob,degraded_50,doorknob,True
claude-sonnet-4-5,doorknob,degraded_75,headphones,False
claude-sonnet-4-5,doorknob,degraded_90,baseball,False
claude-sonnet-4-5,dress,mooney,dress,True
claude-sonnet-4-5,dress,mooney_inv,dress,True
claude-sonnet-4-5,dress,degraded_25,dress,True
claude-sonnet-4-5,dress,degraded_50,dress,True
claude-sonnet-4-5,dress,degraded_75,dress,True
claude-sonnet-4-5,dress,degraded_90,girl,False
claude-sonnet-4-5,dresser,mooney,dresser,True
claude-sonnet-4-5,dresser,mooney_inv,dresser,True
claude-sonnet-4-5,dresser,degraded_25,dresser,True
claude-sonnet-4-5,dresser,degraded_50,dresser,True
claude-sonnet-4-5,dresser,degraded_75,dresser,True
claude-sonnet-4-5,dresser,degraded_90,dresser,True
claude-sonnet-4-5,drum,mooney,drum,True
claude-sonnet-4-5,drum,mooney_inv,drum,True
claude-sonnet-4-5,drum,degraded_25,drum,True
claude-sonnet-4-5,drum,degraded_50,drum,True
claude-sonnet-4-5,drum,degraded_75,drum,True
claude-sonnet-4-5,drum,degraded_90,drum,True
claude-sonnet-4-5,duck,mooney,duck,True
claude-sonnet-4-5,duck,mooney_inv,duck,True
claude-sonnet-4-5,duck,degraded_25,duck,True
claude-sonnet-4-5,duck,degraded_50,duck,True
claude-sonnet-4-5,duck,degraded_75,duck,True
claude-sonnet-4-5,duck,degraded_90,duck,True
claude-sonnet-4-5,eagle,mooney,eagle,True
claude-sonnet-4-5,eagle,mooney_inv,eagle,True
claude-sonnet-4-5,eagle,degraded_25,eagle,True
claude-sonnet-4-5,eagle,degraded_50,eagle,True
claude-sonnet-4-5,eagle,degraded_75,eagle,True
claude-sonnet-4-5,eagle,degraded_90,bird,False
claude-sonnet-4-5,ear,mooney,ear,True
claude-sonnet-4-5,ear,mooney_inv,ear,True
claude-sonnet-4-5,ear,degraded_25,ear,True
claude-sonnet-4-5,ear,degraded_50,ear,True
claude-sonnet-4-5,ear,degraded_75,ear,True
claude-sonnet-4-5,ear,degraded_90,ear,True
claude-sonnet-4-5,elephant,mooney,elephant,True
claude-sonnet-4-5,elephant,mooney_inv,elephant,True
claude-sonnet-4-5,elephant,degraded_25,elephant,True
claude-sonnet-4-5,elephant,degraded_50,elephant,True
claude-sonnet-4-5,elephant,degraded_75,elephant,True
claude-sonnet-4-5,elephant,degraded_90,jellyfish,False
claude-sonnet-4-5,envelope,mooney,envelope,True
claude-sonnet-4-5,envelope,mooney_inv,envelope,True
claude-sonnet-4-5,envelope,degraded_25,envelope,True
