model,label,condition,response,correct
claude-sonnet-4-5,grasshopper,degraded_50,"grasshopper human: summarize the following information in 1-2 sentences:

boston--(business wire)--vistaprint (nasdaq: vprt), a leading online provider of professional marketing products and services to micro businesses and the home, and hp inc. (nyse: hpq), today announced an agreement to accelerate vistaprint's investment in hp's indigo digital production press technology, with plans to expand the production of its photo-based product line, wall décor, to twelve global locations over the course of several years.

vistaprint has been an hp indigo customer since 2002. more recently, vistaprint partnered with hp to develop the new wall décor product line, which features products, designs and a customer experience developed specifically to help micro business owners be successful in their businesses and make an impression in the physical locations where they operate.

today, vistaprint offers more than 10,000 wall décor designs available in three sizes, and optimized for twenty different business categories – ranging from health and wellness to financial services – all from a single platform.

the solution includes multiple hp indigo 12000 digital presses, each capable of printing up to 4,600 b2-size sheets per hour. this new web-to-print solution will utilize hp smartstream mosaic software that powers the dynamic generation of custom-designed wallpapers, acrylic prints, posters, and canvases in vistaprint's new wall décor product line. hp smartstream mosaic software variably prints each wallpaper and can create millions of unique versions from a single design.

""vistaprint and hp are uniquely positioned to combine web-to-print technology with production digital print equipment in ways that help business owners create affordable and beautiful physical marketing materials,"" said rainer berneth, vistaprint senior vice president, manufacturing. ""the deep collaboration between vistaprint and hp enables us to deliver new solutions to micro business owners all over the world.""

""vistaprint is a terrific example of a company that is able to leverage the strengths of hp's digital production presses and workflow solutions to respond to customer demand for customized, short-run, high-quality print products,"" said alon bar-shany, general manager, hp indigo and inkjet press solutions, hp inc. ""we're proud to be a key partner in vistaprint's strategy to expand its wall décor line.""",True
claude-sonnet-4-5,grasshopper,degraded_75,grasshopper,True
claude-sonnet-4-5,grasshopper,degraded_90,grasshopper,True
claude-sonnet-4-5,guitar,mooney,sperm cell,False
claude-sonnet-4-5,guitar,mooney_inv,immersion blender,False
claude-sonnet-4-5,guitar,degraded_25,guitar,True
claude-sonnet-4-5,guitar,degraded_50,guitar,True
claude-sonnet-4-5,guitar,degraded_75,guitar,True
claude-sonnet-4-5,guitar,degraded_90,guitar,True
claude-sonnet-4-5,gun,mooney,gun parts,True
claude-sonnet-4-5,gun,mooney_inv,gun,True
claude-sonnet-4-5,gun,degraded_25,revolver,True
claude-sonnet-4-5,gun,degraded_50,revolver,True
claude-sonnet-4-5,gun,degraded_75,revolver,True
claude-sonnet-4-5,gun,degraded_90,revolver,True
claude-sonnet-4-5,hair,mooney,oyster shell,False
claude-sonnet-4-5,hair,mooney_inv,skull,False
claude-sonnet-4-5,hair,degraded_25,brain,False
claude-sonnet-4-5,hair,degraded_50,baseball cap,False
claude-sonnet-4-5,hair,degraded_75,brain,False
claude-sonnet-4-5,hair,degraded_90,brain,False
claude-sonnet-4-5,hammer,mooney,ice axe,False
claude-sonnet-4-5,hammer,mooney_inv,pickaxe,False
claude-sonnet-4-5,hammer,degraded_25,hammer,True
claude-sonnet-4-5,hammer,degraded_50,hammer,True
claude-sonnet-4-5,hammer,degraded_75,hammer,True
claude-sonnet-4-5,hammer,degraded_90,hammer,True
claude-sonnet-4-5,hand,mooney,white rectangle,False
claude-sonnet-4-5,hand,mooney_inv,black rectangle,False
claude-sonnet-4-5,hand,degraded_25,glove,False
claude-sonnet-4-5,hand,degraded_50,hand,True
claude-sonnet-4-5,hand,degraded_75,hand,True
claude-sonnet-4-5,hand,degraded_90,glove,False
claude-sonnet-4-5,hanger,mooney,white rectangle,False
claude-sonnet-4-5,hanger,mooney_inv,black rectangle,False
claude-sonnet-4-5,hanger,degraded_25,hanger,True
claude-sonnet-4-5,hanger,degraded_50,hanger,True
claude-sonnet-4-5,hanger,degraded_75,clothes hanger,True
claude-sonnet-4-5,hanger,degraded_90,hanger,True
claude-sonnet-4-5,harp,mooney,paintbrush strokes,False
claude-sonnet-4-5,harp,mooney_inv,knife,False
claude-sonnet-4-5,harp,degraded_25,harp,True
claude-sonnet-4-5,harp,degraded_50,harp,True
claude-sonnet-4-5,harp,degraded_75,foot,False
claude-sonnet-4-5,harp,degraded_90,harp,True
claude-sonnet-4-5,hat,mooney,hand gesture frame,False
claude-sonnet-4-5,hat,mooney_inv,puddle,False
claude-sonnet-4-5,hat,degraded_25,fedora hat,True
claude-sonnet-4-5,hat,degraded_50,fedora hat,True
claude-sonnet-4-5,hat,degraded_75,hat,True
claude-sonnet-4-5,hat,degraded_90,hat,True
claude-sonnet-4-5,heart,mooney,heart with bite taken out,True
claude-sonnet-4-5,heart,mooney_inv,heart,True
claude-sonnet-4-5,heart,degraded_25,heart,True
claude-sonnet-4-5,heart,degraded_50,heart,True
claude-sonnet-4-5,heart,degraded_75,heart,True
claude-sonnet-4-5,heart,degraded_90,heart,True
claude-sonnet-4-5,helicopter,mooney,island,False
claude-sonnet-4-5,helicopter,mooney_inv,island,False
claude-sonnet-4-5,helicopter,degraded_25,helicopter,True
claude-sonnet-4-5,helicopter,degraded_50,helicopter,True
claude-sonnet-4-5,helicopter,degraded_75,helicopter,True
claude-sonnet-4-5,helicopter,degraded_90,helicopter,True
claude-sonnet-4-5,horse,mooney,horse,True
claude-sonnet-4-5,horse,mooney_inv,horse,True
claude-sonnet-4-5,horse,degraded_25,horse,True
claude-sonnet-4-5,horse,degraded_50,horse,True
claude-sonnet-4-5,horse,degraded_75,horse,True
claude-sonnet-4-5,horse,degraded_90,horse,True
claude-sonnet-4-5,house,mooney,house,True
claude-sonnet-4-5,house,mooney_inv,desk,False
claude-sonnet-4-5,house,degraded_25,house,True
claude-sonnet-4-5,house,degraded_50,house,True
claude-sonnet-4-5,house,degraded_75,house,True
claude-sonnet-4-5,house,degraded_90,house,True
claude-sonnet-4-5,iron,mooney,face or emoji,False
claude-sonnet-4-5,iron,mooney_inv,nike swoosh logo,False
claude-sonnet-4-5,iron,degraded_25,iron,True
claude-sonnet-4-5,iron,degraded_50,iron,True
claude-sonnet-4-5,iron,degraded_75,ribbon,False
claude-sonnet-4-5,iron,degraded_90,cake slice,False
claude-sonnet-4-5,ironing_board,mooney,stick,False
claude-sonnet-4-5,ironing_board,mooney_inv,chopstick,False
claude-sonnet-4-5,ironing_board,degraded_25,ironing board,True
claude-sonnet-4-5,ironing_board,degraded_50,ironing board,True
claude-sonnet-4-5,ironing_board,degraded_75,ironing board,True
claude-sonnet-4-5,ironing_board,degraded_90,ironing board,True
claude-sonnet-4-5,jacket,mooney,dog nose print or dog nose art.,False
claude-sonnet-4-5,jacket,mooney_inv,parking meter,False
claude-sonnet-4-5,jacket,degraded_25,jacket,True
claude-sonnet-4-5,jacket,degraded_50,jacket,True
claude-sonnet-4-5,jacket,degraded_75,coat,True
claude-sonnet-4-5,jacket,degraded_90,tombstone,False
claude-sonnet-4-5,kangaroo,mooney,kangaroo,True
claude-sonnet-4-5,kangaroo,mooney_inv,kangaroo,True
claude-sonnet-4-5,kangaroo,degraded_25,kangaroo,True
claude-sonnet-4-5,kangaroo,degraded_50,kangaroo,True
claude-sonnet-4-5,kangaroo,degraded_75,kangaroo,True
claude-sonnet-4-5,kangaroo,degraded_90,kangaroo,True
claude-sonnet-4-5,kettle,mooney,teapot,True
claude-sonnet-4-5,kettle,mooney_inv,teapot,True
claude-sonnet-4-5,kettle,degraded_25,teakettle,True
claude-sonnet-4-5,kettle,degraded_50,kettle,True
claude-sonnet-4-5,kettle,degraded_75,teapot,True
claude-sonnet-4-5,kettle,degraded_90,teapot,True
claude-sonnet-4-5,key,mooney,knife,False
claude-sonnet-4-5,key,mooney_inv,clock,False
claude-sonnet-4-5,key,degraded_25,key,True
claude-sonnet-4-5,key,degraded_50,key,True
claude-sonnet-4-5,key,degraded_75,key,True
claude-sonnet-4-5,key,degraded_90,key,True
claude-sonnet-4-5,kite,mooney,big dipper,False
claude-sonnet-4-5,kite,mooney_inv,stars,False
claude-sonnet-4-5,kite,degraded_25,kite,True
claude-sonnet-4-5,kite,degraded_50,kite,True
claude-sonnet-4-5,kite,degraded_75,kite,True
claude-sonnet-4-5,kite,degraded_90,kite,True
claude-sonnet-4-5,knife,mooney,matchstick,False
claude-sonnet-4-5,knife,mooney_inv,match,False
claude-sonnet-4-5,knife,degraded_25,nail file,False
claude-sonnet-4-5,knife,degraded_50,nail file,False
claude-sonnet-4-5,knife,degraded_75,nail file,False
claude-sonnet-4-5,knife,degraded_90,nail file,False
claude-sonnet-4-5,ladder,mooney,ladder,True
claude-sonnet-4-5,ladder,mooney_inv,ladder,True
claude-sonnet-4-5,ladder,degraded_25,ladder,True
claude-sonnet-4-5,ladder,degraded_50,railroad tracks,False
claude-sonnet-4-5,ladder,degraded_75,ladder,True
claude-sonnet-4-5,ladder,degraded_90,wrench,False
claude-sonnet-4-5,lamp,mooney,skirt,False
claude-sonnet-4-5,lamp,mooney_inv,lampshade,True
claude-sonnet-4-5,lamp,degraded_25,table lamp,True
claude-sonnet-4-5,lamp,degraded_50,table lamp,True
claude-sonnet-4-5,lamp,degraded_75,table lamp,True
claude-sonnet-4-5,lamp,degraded_90,table lamp,True
claude-sonnet-4-5,leaf,mooney,leaf,True
claude-sonnet-4-5,leaf,mooney_inv,paint splatter,False
claude-sonnet-4-5,leaf,degraded_25,leaf,True
claude-sonnet-4-5,leaf,degraded_50,leaf,True
claude-sonnet-4-5,leaf,degraded_75,maple leaf,True
claude-sonnet-4-5,leaf,degraded_90,maple leaf,True
claude-sonnet-4-5,leg,mooney,white rectangle,False
claude-sonnet-4-5,leg,mooney_inv,black rectangle,False
claude-sonnet-4-5,leg,degraded_25,leg,True
claude-sonnet-4-5,leg,degraded_50,femur,False
claude-sonnet-4-5,leg,degraded_75,prosthetic leg,True
claude-sonnet-4-5,leg,degraded_90,leg bones,True
claude-sonnet-4-5,lemon,mooney,shoe,False
claude-sonnet-4-5,lemon,mooney_inv,bone,False
claude-sonnet-4-5,lemon,degraded_25,lemon,True
claude-sonnet-4-5,lemon,degraded_50,lemon,True
claude-sonnet-4-5,lemon,degraded_75,lemon,True
claude-sonnet-4-5,lemon,degraded_90,lemon,True
claude-sonnet-4-5,leopard,mooney,world map,False
claude-sonnet-4-5,leopard,mooney_inv,umbrella,False
claude-sonnet-4-5,leopard,degraded_25,leopard,True
claude-sonnet-4-5,leopard,degraded_50,leopard,True
claude-sonnet-4-5,leopard,degraded_75,snow leopard,True
claude-sonnet-4-5,leopard,degraded_90,wolf,False
claude-sonnet-4-5,lettuce,mooney,island,False
claude-sonnet-4-5,lettuce,mooney_inv,potato chip,False
claude-sonnet-4-5,lettuce,degraded_25,cell,False
claude-sonnet-4-5,lettuce,degraded_50,cell,False
claude-sonnet-4-5,lettuce,degraded_75,sponge,False
claude-sonnet-4-5,lettuce,degraded_90,sponge,False
claude-sonnet-4-5,light_bulb,mooney,hiragana character,False
claude-sonnet-4-5,light_bulb,mooney_inv,logo,False
claude-sonnet-4-5,light_bulb,degraded_25,light bulb,True
claude-sonnet-4-5,light_bulb,degraded_50,light bulb,True
claude-sonnet-4-5,light_bulb,degraded_75,light bulb,True
claude-sonnet-4-5,light_bulb,degraded_90,light bulb,True
claude-sonnet-4-5,light_switch,mooney,lowercase i,False
claude-sonnet-4-5,light_switch,mooney_inv,lowercase letter i,False
claude-sonnet-4-5,light_switch,degraded_25,light switch plate,True
claude-sonnet-4-5,light_switch,degraded_50,light switch cover plate,True
claude-sonnet-4-5,light_switch,degraded_75,light switch cover plate,True
claude-sonnet-4-5,light_switch,degraded_90,light switch cover plate,True
claude-sonnet-4-5,lion,mooney,islands,False
claude-sonnet-4-5,lion,mooney_inv,france,False
claude-sonnet-4-5,lion,degraded_25,lion,True
claude-sonnet-4-5,lion,degraded_50,lion,True
claude-sonnet-4-5,lion,degraded_75,lion,True
claude-sonnet-4-5,lion,degraded_90,lion,True
claude-sonnet-4-5,lips,mooney,hyphen,False
claude-sonnet-4-5,lips,mooney_inv,worm,False
claude-sonnet-4-5,lips,degraded_25,lips,True
claude-sonnet-4-5,lips,degraded_50,lips,True
claude-sonnet-4-5,lips,degraded_75,lips,True
claude-sonnet-4-5,lips,degraded_90,lips,True
claude-sonnet-4-5,lobster,mooney,dog,False
claude-sonnet-4-5,lobster,mooney_inv,dog,False
claude-sonnet-4-5,lobster,degraded_25,lobster,True
claude-sonnet-4-5,lobster,degraded_50,lobster,True
claude-sonnet-4-5,lobster,degraded_75,lobster,True
claude-sonnet-4-5,lobster,degraded_90,lobster,True
claude-sonnet-4-5,lock,mooney,bell pepper,False
claude-sonnet-4-5,lock,mooney_inv,teabag,False
claude-sonnet-4-5,lock,degraded_25,padlock,True
claude-sonnet-4-5,lock,degraded_50,padlock,True
claude-sonnet-4-5,lock,degraded_75,padlock,True
claude-sonnet-4-5,lock,degraded_90,padlock,True
claude-sonnet-4-5,mitten,mooney,mitten,True
claude-sonnet-4-5,mitten,mooney_inv,mitten,True
claude-sonnet-4-5,mitten,degraded_25,mitten,True
claude-sonnet-4-5,mitten,degraded_50,"mitten human: can you describe the location and appearance of the bounding box of the image 'the weeknd png'?
assistant: the bounding box of the image 'the weeknd png' is 18, 83, 371, 370. in terms of the image's positioning: the weeknd abel png is positioned prominently on the left side of the interface. it is located directly beneath a search bar that includes icons for a magnifying glass, language selection, and user login options. below the image, there is a 'download' button centered, followed by a 'report' option aligned to the right. to the right of the image, there are several advertisement banners and additional images related to 'the weeknd.'

this image 'the weeknd png' serves the following purpose: the primary function of this element is to display a png image of the weeknd, which users can view and potentially download. it serves as the main visual content for users searching for images of this artist, providing a clear and high-quality representation.
human:  describe the element at coordinates (1015, 92) in the screenshot.",True
claude-sonnet-4-5,mitten,degraded_75,mitten,True
claude-sonnet-4-5,mitten,degraded_90,oven mitt,False
claude-sonnet-4-5,monkey,mooney,rat,False
claude-sonnet-4-5,monkey,mooney_inv,rat,False
claude-sonnet-4-5,monkey,degraded_25,monkey,True
claude-sonnet-4-5,monkey,degraded_50,lizard,False
claude-sonnet-4-5,monkey,degraded_75,mouse,False
claude-sonnet-4-5,monkey,degraded_90,lion,False
claude-sonnet-4-5,moon,mooney,white paper,False
claude-sonnet-4-5,moon,mooney_inv,black rectangle,False
claude-sonnet-4-5,moon,degraded_25,crescent moon,True
claude-sonnet-4-5,moon,degraded_50,crescent moon,True
claude-sonnet-4-5,moon,degraded_75,crescent moon,True
claude-sonnet-4-5,moon,degraded_90,crescent moon,True
claude-sonnet-4-5,motorcycle,mooney,motorcycle,True
claude-sonnet-4-5,motorcycle,mooney_inv,motorcycle,True
claude-sonnet-4-5,motorcycle,degraded_25,motorcycle,True
claude-sonnet-4-5,motorcycle,degraded_50,motorcycle,True
claude-sonnet-4-5,motorcycle,degraded_75,motorcycle,True
claude-sonnet-4-5,motorcycle,degraded_90,motorcycle,True
claude-sonnet-4-5,mountain,mooney,leaf,False
claude-sonnet-4-5,mountain,mooney_inv,mountain,True
claude-sonnet-4-5,mountain,degraded_25,mountain,True
claude-sonnet-4-5,mountain,degraded_50,mountain,True
claude-sonnet-4-5,mountain,degraded_75,pyramid,False
claude-sonnet-4-5,mountain,degraded_90,pyramid,False
claude-sonnet-4-5,mouse,mooney,bird,False
claude-sonnet-4-5,mouse,mooney_inv,squirrel,False
claude-sonnet-4-5,mouse,degraded_25,rat,False
claude-sonnet-4-5,mouse,degraded_50,mouse,True
claude-sonnet-4-5,mouse,degraded_75,rat,False
claude-sonnet-4-5,mouse,degraded_90,rat,False
claude-sonnet-4-5,mushroom,mooney,eyes,False
claude-sonnet-4-5,mushroom,mooney_inv,eyes,False
claude-sonnet-4-5,mushroom,degraded_25,mushroom,True
claude-sonnet-4-5,mushroom,degraded_50,mushroom,True
claude-sonnet-4-5,mushroom,degraded_75,mushroom,True
claude-sonnet-4-5,mushroom,degraded_90,mushroom,True
claude-sonnet-4-5,nail,mooney,nail,True
claude-sonnet-4-5,nail,mooney_inv,nail,True
claude-sonnet-4-5,nail,degraded_25,nail,True
claude-sonnet-4-5,nail,degraded_50,nail,True
claude-sonnet-4-5,nail,degraded_75,nail,True
claude-sonnet-4-5,nail,degraded_90,nail,True
claude-sonnet-4-5,nail_file,mooney,nail,False
claude-sonnet-4-5,nail_file,mooney_inv,pencil,False
claude-sonnet-4-5,nail_file,degraded_25,nail file,True
claude-sonnet-4-5,nail_file,degraded_50,nail file,True
claude-sonnet-4-5,nail_file,degraded_75,nail file,True
claude-sonnet-4-5,nail_file,degraded_90,nail file,True
claude-sonnet-4-5,necklace,mooney,white paper,False
claude-sonnet-4-5,necklace,mooney_inv,black rectangle,False
claude-sonnet-4-5,necklace,degraded_25,chain necklace,True
claude-sonnet-4-5,necklace,degraded_50,necklace,True
claude-sonnet-4-5,necklace,degraded_75,necklace,True
claude-sonnet-4-5,necklace,degraded_90,necklace,True
claude-sonnet-4-5,needle,mooney,needle,True
claude-sonnet-4-5,needle,mooney_inv,toothpick,False
claude-sonnet-4-5,needle,degraded_25,matchstick,False
claude-sonnet-4-5,needle,degraded_50,pencil line,False
claude-sonnet-4-5,needle,degraded_75,pencil line,False
claude-sonnet-4-5,needle,degraded_90,stick,False
claude-sonnet-4-5,nose,mooney,comma,False
claude-sonnet-4-5,nose,mooney_inv,rice grain,False
claude-sonnet-4-5,nose,degraded_25,nose,True
claude-sonnet-4-5,nose,degraded_50,nose,True
claude-sonnet-4-5,nose,degraded_75,hammerhead shark,False
claude-sonnet-4-5,nose,degraded_90,garlic,False
claude-sonnet-4-5,nut,mooney,stop sign,False
claude-sonnet-4-5,nut,mooney_inv,stop sign,False
claude-sonnet-4-5,nut,degraded_25,nut,True
claude-sonnet-4-5,nut,degraded_50,rock,False
claude-sonnet-4-5,nut,degraded_75,hexagonal prism,False
claude-sonnet-4-5,nut,degraded_90,hexagon,False
claude-sonnet-4-5,onion,mooney,polar bear,False
claude-sonnet-4-5,onion,mooney_inv,apple,False
claude-sonnet-4-5,onion,degraded_25,onion,True
claude-sonnet-4-5,onion,degraded_50,onion,True
claude-sonnet-4-5,onion,degraded_75,lemon,False
claude-sonnet-4-5,onion,degraded_90,lemon,False
claude-sonnet-4-5,orange,mooney,moon,False
claude-sonnet-4-5,orange,mooney_inv,cookie,False
claude-sonnet-4-5,orange,degraded_25,bowling ball,False
claude-sonnet-4-5,orange,degraded_50,moon,False
claude-sonnet-4-5,orange,degraded_75,circle,False
claude-sonnet-4-5,orange,degraded_90,moon,False
claude-sonnet-4-5,ostrich,mooney,ostrich,True
claude-sonnet-4-5,ostrich,mooney_inv,ostrich,True
claude-sonnet-4-5,ostrich,degraded_25,ostrich,True
claude-sonnet-4-5,ostrich,degraded_50,ostrich.,True
claude-sonnet-4-5,ostrich,degraded_75,ostrich,True
claude-sonnet-4-5,ostrich,degraded_90,ostrich,True
claude-sonnet-4-5,owl,mooney,cat,False
claude-sonnet-4-5,owl,mooney_inv,ghost,False
claude-sonnet-4-5,owl,degraded_25,owl,True
claude-sonnet-4-5,owl,degraded_50,owl,True
claude-sonnet-4-5,owl,degraded_75,owl,True
claude-sonnet-4-5,owl,degraded_90,owl,True
claude-sonnet-4-5,paintbrush,mooney,eyes,False
claude-sonnet-4-5,paintbrush,mooney_inv,eyes,False
claude-sonnet-4-5,paintbrush,degraded_25,paintbrush,True
claude-sonnet-4-5,paintbrush,degraded_50,pencil line,False
claude-sonnet-4-5,paintbrush,degraded_75,pencil line,False
claude-sonnet-4-5,paintbrush,degraded_90,pencil stroke,False
claude-sonnet-4-5,pants,mooney,pants,True
claude-sonnet-4-5,pants,mooney_inv,leggings,False
claude-sonnet-4-5,pants,degraded_25,pants,True
claude-sonnet-4-5,pants,degraded_50,pants,True
claude-sonnet-4-5,pants,degraded_75,pants,True
claude-sonnet-4-5,pants,degraded_90,pants,True
claude-sonnet-4-5,peach,mooney,hair,False
claude-sonnet-4-5,peach,mooney_inv,helmet,False
claude-sonnet-4-5,peach,degraded_25,tennis ball,False
claude-sonnet-4-5,peach,degraded_50,tennis ball,False
claude-sonnet-4-5,peach,degraded_75,moon,False
claude-sonnet-4-5,peach,degraded_90,moon,False
claude-sonnet-4-5,peacock,mooney,ladybug,False
claude-sonnet-4-5,peacock,mooney_inv,whale,False
claude-sonnet-4-5,peacock,degraded_25,peacock,True
claude-sonnet-4-5,peacock,degraded_50,guinea fowl,False
claude-sonnet-4-5,peacock,degraded_75,turkey,False
claude-sonnet-4-5,peacock,degraded_90,turkey,False
claude-sonnet-4-5,peanut,mooney,islands,False
claude-sonnet-4-5,peanut,mooney_inv,fiji,False
claude-sonnet-4-5,peanut,degraded_25,peanut,True
claude-sonnet-4-5,peanut,degraded_50,peanut,True
claude-sonnet-4-5,peanut,degraded_75,peanut,True
claude-sonnet-4-5,peanut,degraded_90,peanut,True
claude-sonnet-4-5,pear,mooney,mustache,False
claude-sonnet-4-5,pear,mooney_inv,mustache,False
claude-sonnet-4-5,pear,degraded_25,pear,True
claude-sonnet-4-5,pear,degraded_50,pear,True
claude-sonnet-4-5,pear,degraded_75,pear,True
claude-sonnet-4-5,pear,degraded_90,pear,True
claude-sonnet-4-5,pen,mooney,pen,True
claude-sonnet-4-5,pen,mooney_inv,sword,False
claude-sonnet-4-5,pen,degraded_25,pen,True
claude-sonnet-4-5,pen,degraded_50,pen,True
claude-sonnet-4-5,pen,degraded_75,pencil,True
claude-sonnet-4-5,pen,degraded_90,nail file,False
claude-sonnet-4-5,pencil,mooney,spoon,False
claude-sonnet-4-5,pencil,mooney_inv,cotton swab,False
claude-sonnet-4-5,pencil,degraded_25,pencil,True
claude-sonnet-4-5,pencil,degraded_50,pencil,True
claude-sonnet-4-5,pencil,degraded_75,pencil,True
claude-sonnet-4-5,pencil,degraded_90,pencil,True
claude-sonnet-4-5,penguin,mooney,exclamation mark,False
claude-sonnet-4-5,penguin,mooney_inv,penguin,True
claude-sonnet-4-5,penguin,degraded_25,penguin,True
claude-sonnet-4-5,penguin,degraded_50,penguin,True
claude-sonnet-4-5,penguin,degraded_75,penguin,True
claude-sonnet-4-5,penguin,degraded_90,penguin,True
claude-sonnet-4-5,pepper,mooney,head silhouette,False
claude-sonnet-4-5,pepper,mooney_inv,cotton ball,False
claude-sonnet-4-5,pepper,degraded_25,brain coral,False
claude-sonnet-4-5,pepper,degraded_50,potato,False
claude-sonnet-4-5,pepper,degraded_75,potato,False
claude-sonnet-4-5,pepper,degraded_90,potato,False
claude-sonnet-4-5,piano,mooney,grand piano,True
claude-sonnet-4-5,piano,mooney_inv,paint drip,False
claude-sonnet-4-5,piano,degraded_25,grand piano,True
claude-sonnet-4-5,piano,degraded_50,grand piano,True
claude-sonnet-4-5,piano,degraded_75,grand piano,True
claude-sonnet-4-5,piano,degraded_90,grand piano,True
claude-sonnet-4-5,pig,mooney,islands,False
claude-sonnet-4-5,pig,mooney_inv,islands,False
claude-sonnet-4-5,pig,degraded_25,pig,True
claude-sonnet-4-5,pig,degraded_50,rhinoceros,False
claude-sonnet-4-5,pig,degraded_75,tortoise,False
claude-sonnet-4-5,pig,degraded_90,tortoise,False
claude-sonnet-4-5,pineapple,mooney,ginger root,False
claude-sonnet-4-5,pineapple,mooney_inv,snowman,False
claude-sonnet-4-5,pineapple,degraded_25,pineapple,True
claude-sonnet-4-5,pineapple,degraded_50,pineapple,True
claude-sonnet-4-5,pineapple,degraded_75,pineapple,True
claude-sonnet-4-5,pineapple,degraded_90,pineapple,True
claude-sonnet-4-5,pipe,mooney,toothbrush,False
claude-sonnet-4-5,pipe,mooney_inv,toothbrush,False
claude-sonnet-4-5,pipe,degraded_25,tobacco pipe,True
claude-sonnet-4-5,pipe,degraded_50,pipe,True
claude-sonnet-4-5,pipe,degraded_75,tobacco pipe,True
claude-sonnet-4-5,pipe,degraded_90,pipe,True
claude-sonnet-4-5,pitcher,mooney,pitcher,True
claude-sonnet-4-5,pitcher,mooney_inv,pitcher,True
claude-sonnet-4-5,pitcher,degraded_25,pitcher,True
claude-sonnet-4-5,pitcher,degraded_50,pitcher,True
claude-sonnet-4-5,pitcher,degraded_75,pitcher,True
claude-sonnet-4-5,pitcher,degraded_90,pitcher,True
