model,label,condition,response,correct
claude-sonnet-4-5,ear,mooney_hard_primed,ear,True
claude-sonnet-4-5,elephant,mooney_hard_unprimed,dog,False
claude-sonnet-4-5,elephant,mooney_hard_primed,dog,False
claude-sonnet-4-5,envelope,mooney_hard_unprimed,dots,False
claude-sonnet-4-5,envelope,mooney_hard_primed,envelope,True
claude-sonnet-4-5,eye,mooney_hard_unprimed,eye,True
claude-sonnet-4-5,eye,mooney_hard_primed,eye,True
claude-sonnet-4-5,fence,mooney_hard_unprimed,tire tread pattern,False
claude-sonnet-4-5,fence,mooney_hard_primed,fence,True
claude-sonnet-4-5,finger,mooney_hard_unprimed,footprints,False
claude-sonnet-4-5,finger,mooney_hard_primed,footprints,False
claude-sonnet-4-5,fish,mooney_hard_unprimed,fish,True
claude-sonnet-4-5,fish,mooney_hard_primed,fish,True
claude-sonnet-4-5,flag,mooney_hard_unprimed,crumbs,False
claude-sonnet-4-5,flag,mooney_hard_primed,flag,True
claude-sonnet-4-5,flower,mooney_hard_unprimed,neuron,False
claude-sonnet-4-5,flower,mooney_hard_primed,flower,True
claude-sonnet-4-5,flute,mooney_hard_unprimed,screwdriver,False
claude-sonnet-4-5,flute,mooney_hard_primed,screwdriver,False
claude-sonnet-4-5,fly,mooney_hard_unprimed,ant,False
claude-sonnet-4-5,fly,mooney_hard_primed,fly,True
claude-sonnet-4-5,foot,mooney_hard_unprimed,footprints,True
claude-sonnet-4-5,foot,mooney_hard_primed,foot,True
claude-sonnet-4-5,football,mooney_hard_unprimed,coffee stain,False
claude-sonnet-4-5,football,mooney_hard_primed,football,True
claude-sonnet-4-5,football_helmet,mooney_hard_unprimed,ink blots,False
claude-sonnet-4-5,football_helmet,mooney_hard_primed,football helmet,True
claude-sonnet-4-5,fork,mooney_hard_unprimed,paint brush,False
claude-sonnet-4-5,fork,mooney_hard_primed,paintbrush,False
claude-sonnet-4-5,fox,mooney_hard_unprimed,cat,False
claude-sonnet-4-5,fox,mooney_hard_primed,fox,True
claude-sonnet-4-5,frog,mooney_hard_unprimed,cow,False
claude-sonnet-4-5,frog,mooney_hard_primed,frog,True
claude-sonnet-4-5,frying_pan,mooney_hard_unprimed,islands,False
claude-sonnet-4-5,frying_pan,mooney_hard_primed,frying pan,True
claude-sonnet-4-5,garbage_can,mooney_hard_unprimed,trash can,True
claude-sonnet-4-5,garbage_can,mooney_hard_primed,trash can,True
claude-sonnet-4-5,giraffe,mooney_hard_unprimed,giraffe,True
claude-sonnet-4-5,giraffe,mooney_hard_primed,giraffe,True
claude-sonnet-4-5,glass,mooney_hard_unprimed,goal posts,False
claude-sonnet-4-5,glass,mooney_hard_primed,glass,True
claude-sonnet-4-5,glasses,mooney_hard_unprimed,glasses,True
claude-sonnet-4-5,glasses,mooney_hard_primed,glasses,True
claude-sonnet-4-5,glove,mooney_hard_unprimed,face,False
claude-sonnet-4-5,glove,mooney_hard_primed,glove,True
claude-sonnet-4-5,goat,mooney_hard_unprimed,footprints,False
claude-sonnet-4-5,goat,mooney_hard_primed,dog,False
claude-sonnet-4-5,gorilla,mooney_hard_unprimed,seal,False
claude-sonnet-4-5,gorilla,mooney_hard_primed,bear,False
claude-sonnet-4-5,grapes,mooney_hard_unprimed,cow spots,False
claude-sonnet-4-5,grapes,mooney_hard_primed,grapes,True
claude-sonnet-4-5,grasshopper,mooney_hard_unprimed,dog,False
claude-sonnet-4-5,grasshopper,mooney_hard_primed,grasshopper,True
claude-sonnet-4-5,guitar,mooney_hard_unprimed,bone,False
claude-sonnet-4-5,guitar,mooney_hard_primed,guitar,True
claude-sonnet-4-5,gun,mooney_hard_unprimed,revolver,True
claude-sonnet-4-5,gun,mooney_hard_primed,revolver,True
claude-sonnet-4-5,hair,mooney_hard_unprimed,loading spinner,False
claude-sonnet-4-5,hair,mooney_hard_primed,button,False
claude-sonnet-4-5,hammer,mooney_hard_unprimed,worm,False
claude-sonnet-4-5,hammer,mooney_hard_primed,hammer,True
claude-sonnet-4-5,hand,mooney_hard_unprimed,eyebrows,False
claude-sonnet-4-5,hand,mooney_hard_primed,staples,False
claude-sonnet-4-5,hanger,mooney_hard_unprimed,pineapple,False
claude-sonnet-4-5,hanger,mooney_hard_primed,clothes hanger,True
claude-sonnet-4-5,harp,mooney_hard_unprimed,frog,False
claude-sonnet-4-5,harp,mooney_hard_primed,harp,True
claude-sonnet-4-5,hat,mooney_hard_unprimed,face,False
claude-sonnet-4-5,hat,mooney_hard_primed,fedora,False
claude-sonnet-4-5,heart,mooney_hard_unprimed,i don't see any clearly visible object in this image - it appears to be a mostly blank or white image.,False
claude-sonnet-4-5,heart,mooney_hard_primed,heart,True
claude-sonnet-4-5,helicopter,mooney_hard_unprimed,helicopter,True
claude-sonnet-4-5,helicopter,mooney_hard_primed,helicopter,True
claude-sonnet-4-5,horse,mooney_hard_unprimed,dalmatian dog,False
claude-sonnet-4-5,horse,mooney_hard_primed,horse,True
claude-sonnet-4-5,house,mooney_hard_unprimed,face,False
claude-sonnet-4-5,house,mooney_hard_primed,house,True
claude-sonnet-4-5,iron,mooney_hard_unprimed,ink splatter,False
claude-sonnet-4-5,iron,mooney_hard_primed,iron,True
claude-sonnet-4-5,ironing_board,mooney_hard_unprimed,face,False
claude-sonnet-4-5,ironing_board,mooney_hard_primed,ironing board,True
claude-sonnet-4-5,jacket,mooney_hard_unprimed,deer tracks,False
claude-sonnet-4-5,jacket,mooney_hard_primed,jacket,True
claude-sonnet-4-5,kangaroo,mooney_hard_unprimed,islands,False
claude-sonnet-4-5,kangaroo,mooney_hard_primed,kangaroo,True
claude-sonnet-4-5,kettle,mooney_hard_unprimed,flexing biceps emoji,False
claude-sonnet-4-5,kettle,mooney_hard_primed,kettle,True
claude-sonnet-4-5,key,mooney_hard_unprimed,toothbrush,False
claude-sonnet-4-5,key,mooney_hard_primed,key,True
claude-sonnet-4-5,kite,mooney_hard_unprimed,seychelles,False
claude-sonnet-4-5,kite,mooney_hard_primed,kite,True
claude-sonnet-4-5,knife,mooney_hard_unprimed,heart,False
claude-sonnet-4-5,knife,mooney_hard_primed,tweezers,False
claude-sonnet-4-5,ladder,mooney_hard_unprimed,tweezers,False
claude-sonnet-4-5,ladder,mooney_hard_primed,ladder,True
claude-sonnet-4-5,lamp,mooney_hard_unprimed,face,False
claude-sonnet-4-5,lamp,mooney_hard_primed,table lamp,True
claude-sonnet-4-5,leaf,mooney_hard_unprimed,paint splatter,False
claude-sonnet-4-5,leaf,mooney_hard_primed,maple leaf,True
claude-sonnet-4-5,leg,mooney_hard_unprimed,birds,False
claude-sonnet-4-5,leg,mooney_hard_primed,leg,True
claude-sonnet-4-5,lemon,mooney_hard_unprimed,circle,False
claude-sonnet-4-5,lemon,mooney_hard_primed,lemon,True
claude-sonnet-4-5,leopard,mooney_hard_unprimed,leopard,True
claude-sonnet-4-5,leopard,mooney_hard_primed,leopard,True
claude-sonnet-4-5,lettuce,mooney_hard_unprimed,hurricane or tropical storm,False
claude-sonnet-4-5,lettuce,mooney_hard_primed,ball,False
claude-sonnet-4-5,light_bulb,mooney_hard_unprimed,lantern,False
claude-sonnet-4-5,light_bulb,mooney_hard_primed,light bulb,True
claude-sonnet-4-5,light_switch,mooney_hard_unprimed,light switch cover plate,True
claude-sonnet-4-5,light_switch,mooney_hard_primed,light switch cover,True
claude-sonnet-4-5,lion,mooney_hard_unprimed,dalmatian dog,False
claude-sonnet-4-5,lion,mooney_hard_primed,leopard,False
claude-sonnet-4-5,lips,mooney_hard_unprimed,hyphen,False
claude-sonnet-4-5,lips,mooney_hard_primed,lips,True
claude-sonnet-4-5,lobster,mooney_hard_unprimed,cheerleader,False
claude-sonnet-4-5,lobster,mooney_hard_primed,lobster,True
claude-sonnet-4-5,lock,mooney_hard_unprimed,desk lamp,False
claude-sonnet-4-5,lock,mooney_hard_primed,desk lamp,False
claude-sonnet-4-5,mitten,mooney_hard_unprimed,candle,False
claude-sonnet-4-5,mitten,mooney_hard_primed,telephone handset,False
claude-sonnet-4-5,monkey,mooney_hard_unprimed,footprints,False
claude-sonnet-4-5,monkey,mooney_hard_primed,monkey,True
claude-sonnet-4-5,moon,mooney_hard_unprimed,staples,False
claude-sonnet-4-5,moon,mooney_hard_primed,crescent moon,True
claude-sonnet-4-5,motorcycle,mooney_hard_unprimed,japanese calligraphy,False
claude-sonnet-4-5,motorcycle,mooney_hard_primed,motorcycle,True
claude-sonnet-4-5,mountain,mooney_hard_unprimed,i don't see any clearly visible object in this image - it appears to be a mostly blank or white image.,False
claude-sonnet-4-5,mountain,mooney_hard_primed,mountain,True
claude-sonnet-4-5,mouse,mooney_hard_unprimed,cape verde,False
claude-sonnet-4-5,mouse,mooney_hard_primed,mouse,True
claude-sonnet-4-5,mushroom,mooney_hard_unprimed,mustache,False
claude-sonnet-4-5,mushroom,mooney_hard_primed,mustache,False
claude-sonnet-4-5,nail,mooney_hard_unprimed,bird tracks,False
claude-sonnet-4-5,nail,mooney_hard_primed,nail,True
claude-sonnet-4-5,nail_file,mooney_hard_unprimed,nail,False
claude-sonnet-4-5,nail_file,mooney_hard_primed,nail file,True
claude-sonnet-4-5,necklace,mooney_hard_unprimed,bean,False
claude-sonnet-4-5,necklace,mooney_hard_primed,necklace,True
claude-sonnet-4-5,needle,mooney_hard_unprimed,paintbrush,False
claude-sonnet-4-5,needle,mooney_hard_primed,needle,True
claude-sonnet-4-5,nose,mooney_hard_unprimed,comma,False
claude-sonnet-4-5,nose,mooney_hard_primed,nose,True
claude-sonnet-4-5,nut,mooney_hard_unprimed,cow,False
claude-sonnet-4-5,nut,mooney_hard_primed,hex nut,True
claude-sonnet-4-5,onion,mooney_hard_unprimed,coffee stain,False
claude-sonnet-4-5,onion,mooney_hard_primed,onion,True
claude-sonnet-4-5,orange,mooney_hard_unprimed,coffee bean,False
claude-sonnet-4-5,orange,mooney_hard_primed,orange,True
claude-sonnet-4-5,ostrich,mooney_hard_unprimed,dalmatian dog,False
claude-sonnet-4-5,ostrich,mooney_hard_primed,ostrich,True
claude-sonnet-4-5,owl,mooney_hard_unprimed,electrical outlet,False
claude-sonnet-4-5,owl,mooney_hard_primed,owl,True
claude-sonnet-4-5,paintbrush,mooney_hard_unprimed,toothbrush,False
claude-sonnet-4-5,paintbrush,mooney_hard_primed,paintbrush,True
claude-sonnet-4-5,pants,mooney_hard_unprimed,face,False
claude-sonnet-4-5,pants,mooney_hard_primed,pants,True
claude-sonnet-4-5,peach,mooney_hard_unprimed,circle or dots,False
claude-sonnet-4-5,peach,mooney_hard_primed,orange,False
claude-sonnet-4-5,peacock,mooney_hard_unprimed,ink blot,False
claude-sonnet-4-5,peacock,mooney_hard_primed,leopard,False
claude-sonnet-4-5,peanut,mooney_hard_unprimed,scorpion,False
claude-sonnet-4-5,peanut,mooney_hard_primed,salamander,False
claude-sonnet-4-5,pear,mooney_hard_unprimed,semicolon,False
claude-sonnet-4-5,pear,mooney_hard_primed,pear,True
claude-sonnet-4-5,pen,mooney_hard_unprimed,spear,False
claude-sonnet-4-5,pen,mooney_hard_primed,pen,True
claude-sonnet-4-5,pencil,mooney_hard_unprimed,eraser,False
claude-sonnet-4-5,pencil,mooney_hard_primed,pencil,True
claude-sonnet-4-5,penguin,mooney_hard_unprimed,face,False
claude-sonnet-4-5,penguin,mooney_hard_primed,penguin,True
claude-sonnet-4-5,pepper,mooney_hard_unprimed,mug,False
claude-sonnet-4-5,pepper,mooney_hard_primed,bell pepper,True
claude-sonnet-4-5,piano,mooney_hard_unprimed,grand piano,True
claude-sonnet-4-5,piano,mooney_hard_primed,grand piano,True
claude-sonnet-4-5,pig,mooney_hard_unprimed,dalmatian spots,False
claude-sonnet-4-5,pig,mooney_hard_primed,pig,True
claude-sonnet-4-5,pineapple,mooney_hard_unprimed,pineapple,True
claude-sonnet-4-5,pineapple,mooney_hard_primed,pineapple,True
claude-sonnet-4-5,pipe,mooney_hard_unprimed,hair brush,False
claude-sonnet-4-5,pipe,mooney_hard_primed,pipe,True
claude-sonnet-4-5,pitcher,mooney_hard_unprimed,smiley face,False
claude-sonnet-4-5,pitcher,mooney_hard_primed,smiley face,False
claude-sonnet-4-5,pliers,mooney_hard_unprimed,toothbrush,False
claude-sonnet-4-5,pliers,mooney_hard_primed,pliers,True
claude-sonnet-4-5,plug,mooney_hard_unprimed,handgun,False
claude-sonnet-4-5,plug,mooney_hard_primed,electrical plug,True
claude-sonnet-4-5,pocketbook,mooney_hard_unprimed,dalmatian spots,False
claude-sonnet-4-5,pocketbook,mooney_hard_primed,handbag,True
claude-sonnet-4-5,pot,mooney_hard_unprimed,ink splatter,False
claude-sonnet-4-5,pot,mooney_hard_primed,saucepan,True
claude-sonnet-4-5,potato,mooney_hard_unprimed,the image appears to be blank or completely white. i cannot identify any object.,False
claude-sonnet-4-5,potato,mooney_hard_primed,potato,True
claude-sonnet-4-5,pumpkin,mooney_hard_unprimed,apple,False
claude-sonnet-4-5,pumpkin,mooney_hard_primed,pumpkin,True
claude-sonnet-4-5,rabbit,mooney_hard_unprimed,islands,False
claude-sonnet-4-5,rabbit,mooney_hard_primed,rabbit,True
claude-sonnet-4-5,raccoon,mooney_hard_unprimed,archipelago,False
claude-sonnet-4-5,raccoon,mooney_hard_primed,raccoon,True
claude-sonnet-4-5,record_player,mooney_hard_unprimed,alligator,False
claude-sonnet-4-5,record_player,mooney_hard_primed,record player,True
claude-sonnet-4-5,refrigerator,mooney_hard_unprimed,golf club,False
claude-sonnet-4-5,refrigerator,mooney_hard_primed,refrigerator,True
claude-sonnet-4-5,rhinoceros,mooney_hard_unprimed,ink blots,False
claude-sonnet-4-5,rhinoceros,mooney_hard_primed,rhinoceros,True
claude-sonnet-4-5,ring,mooney_hard_unprimed,ring with diamond,True
claude-sonnet-4-5,ring,mooney_hard_primed,ring,True
claude-sonnet-4-5,rocking_chair,mooney_hard_unprimed,ice skate,False
claude-sonnet-4-5,rocking_chair,mooney_hard_primed,boot,False
claude-sonnet-4-5,roller_skate,mooney_hard_unprimed,ink blot,False
claude-sonnet-4-5,roller_skate,mooney_hard_primed,race car,False
claude-sonnet-4-5,rolling_pin,mooney_hard_unprimed,the image appears to be blank or nearly blank with no discernible object visible.,False
claude-sonnet-4-5,rolling_pin,mooney_hard_primed,rolling pin,True
claude-sonnet-4-5,rooster,mooney_hard_unprimed,footprints,False
claude-sonnet-4-5,rooster,mooney_hard_primed,chicken,False
claude-sonnet-4-5,ruler,mooney_hard_unprimed,toothbrush,False
claude-sonnet-4-5,ruler,mooney_hard_primed,ruler,True
claude-sonnet-4-5,sailboat,mooney_hard_unprimed,corner or angle symbol,False
claude-sonnet-4-5,sailboat,mooney_hard_primed,sailboat,True
claude-sonnet-4-5,salt_shaker,mooney_hard_unprimed,salt shaker,True
claude-sonnet-4-5,salt_shaker,mooney_hard_primed,salt shaker,True
claude-sonnet-4-5,sandwich,mooney_hard_unprimed,island,False
claude-sonnet-4-5,sandwich,mooney_hard_primed,sandwich,True
claude-sonnet-4-5,saw,mooney_hard_unprimed,running person icon,False
claude-sonnet-4-5,saw,mooney_hard_primed,handsaw,True
claude-sonnet-4-5,scissors,mooney_hard_unprimed,scissors,True
claude-sonnet-4-5,scissors,mooney_hard_primed,scissors,True
claude-sonnet-4-5,screw,mooney_hard_unprimed,wrench,False
claude-sonnet-4-5,screw,mooney_hard_primed,knife,False
claude-sonnet-4-5,screwdriver,mooney_hard_unprimed,pencil,False
claude-sonnet-4-5,screwdriver,mooney_hard_primed,screwdriver,True
claude-sonnet-4-5,sea_horse,mooney_hard_unprimed,seahorse,True
claude-sonnet-4-5,sea_horse,mooney_hard_primed,seahorse,True
claude-sonnet-4-5,seal,mooney_hard_unprimed,eyes,False
claude-sonnet-4-5,seal,mooney_hard_primed,walrus,False
claude-sonnet-4-5,sheep,mooney_hard_unprimed,dalmatian dog,False
claude-sonnet-4-5,sheep,mooney_hard_primed,sheep,True
claude-sonnet-4-5,shirt,mooney_hard_unprimed,dog,False
claude-sonnet-4-5,shirt,mooney_hard_primed,button-up shirt,True
claude-sonnet-4-5,shoe,mooney_hard_unprimed,ski boot,False
claude-sonnet-4-5,shoe,mooney_hard_primed,ski boot,False
claude-sonnet-4-5,skirt,mooney_hard_unprimed,face,False
claude-sonnet-4-5,skirt,mooney_hard_primed,skirt,True
claude-sonnet-4-5,skunk,mooney_hard_unprimed,skunk,True
claude-sonnet-4-5,skunk,mooney_hard_primed,skunk,True
claude-sonnet-4-5,sled,mooney_hard_unprimed,brick,False
claude-sonnet-4-5,sled,mooney_hard_primed,sled,True
claude-sonnet-4-5,snail,mooney_hard_unprimed,snail,True
claude-sonnet-4-5,snail,mooney_hard_primed,snail,True
claude-sonnet-4-5,snake,mooney_hard_unprimed,inkblot,False
claude-sonnet-4-5,snake,mooney_hard_primed,snake,True
claude-sonnet-4-5,snowman,mooney_hard_unprimed,dalmatian dog,False
claude-sonnet-4-5,snowman,mooney_hard_primed,snowman,True
